CC ID #,LIMS #,Package,Tests,CoA Due Date,Source Harvest(s),Source Package(s),Item,Category,Item Strain,Shipped Quantity,Gross Weight,Notes,THC Target,CBD Target,Unnamed: 15,Unnamed: 13,Unnamed: 14,CC ID  #,LIMS  #,Shipped Qty.,Gross Wgt.,Unnamed: 9
.18733,175454.0,1A40703000027D9000061015,"TERPS, SBPNPT",2025-05-28,"20240513H103, 20240610H101, 20240624H101, 20240701H103, 20240708H101, 20240708H102, 20240708H103, 20240715H101, 20240715H102, 20240715H104, 20240722H101, 20240722H102, 20240722H103, 20240722H104, 20240723H101, 20240729H101, 20240729H102, 20240729H103, 20240805H101, 20240812H101, 20240812H102, 20240812H104, 20240819H101, 20240819H103, 20240822H101, 20240826H101, 20240826H103, 20240826H104, 20240909H101, 20240909H103, 20240909H104, 20240916H103, 20240923H101, 20240923H102, 20240930H102, 20241014H101, 20241021H101, 20241021H102, 20241021H105, 20241021H106, 20241028H101, 20241028H102, 20241106H101, 20241111H101, 20241111H102, 20241111H103, 20241111H104, 20241118H102, 20241118H105, 20241125H102, 20241202H103, 20241202H104, 20241209H102, 20241209H103, 20241211H101, 20241216H101, 20241216H103, 20241223H101, 20241223H102, 20241223H104, 20241230H102, 20250106H101, 20250106H102, 20250106H103, 20250106H104, 20250113H102, 20250130H103, 20250203H101",1A40703000027D9000061014,M00000964206: Durban Z Mixed Oil - Sativa,Bulk Concentrate,,4.2,,"70-77%
Concentrate",70-77%,-,,,,,,,,
.18734,175455.0,1A40703000027D9000061017,"TERPS, SBPNPT",2025-05-28,"20240513H103, 20240610H101, 20240624H101, 20240701H103, 20240708H101, 20240708H102, 20240708H103, 20240715H101, 20240715H102, 20240715H104, 20240722H101, 20240722H102, 20240722H103, 20240722H104, 20240723H101, 20240729H101, 20240729H102, 20240729H103, 20240805H101, 20240812H101, 20240812H102, 20240812H104, 20240819H101, 20240819H103, 20240826H101, 20240826H103, 20240826H104, 20240909H101, 20240909H103, 20240909H104, 20240916H103, 20240923H101, 20240923H102, 20240930H102, 20241014H101, 20241021H101, 20241021H102, 20241021H105, 20241021H106, 20241028H101, 20241028H102, 20241111H101, 20241111H102, 20241111H103, 20241111H104, 20241118H102, 20241118H105, 20241125H102, 20241202H103, 20241202H104, 20241209H102, 20241209H103, 20241216H101, 20241216H103, 20241223H101, 20241223H102, 20241223H104, 20241230H102, 20250106H101, 20250106H102, 20250106H103, 20250106H104, 20250113H102, 20250130H103, 20250203H101, 20250210H101",1A40703000027D9000061016,M00001212201: Frozen Limes Mixed Oil - Sativa,Bulk Concentrate,,4.2,,"70-77%
Concentrate",70-77%,-,,,,,,,,
.18735,175456.0,1A40703000027D9000061019,"TERPS, SBPNPT",2025-05-28,"20240513H103, 20240610H101, 20240624H101, 20240701H103, 20240708H101, 20240708H102, 20240708H103, 20240715H101, 20240715H102, 20240715H104, 20240722H101, 20240722H102, 20240722H103, 20240722H104, 20240723H101, 20240729H101, 20240729H102, 20240729H103, 20240805H101, 20240812H101, 20240812H102, 20240812H104, 20240819H101, 20240819H103, 20240826H101, 20240826H103, 20240826H104, 20240909H101, 20240909H103, 20240909H104, 20240916H103, 20240923H101, 20240923H102, 20240930H102, 20241010H101, 20241014H101, 20241021H101, 20241021H102, 20241021H105, 20241021H106, 20241028H101, 20241028H102, 20241111H101, 20241111H102, 20241111H103, 20241111H104, 20241118H102, 20241118H105, 20241125H102, 20241202H103, 20241202H104, 20241209H102, 20241209H103, 20241216H101, 20241216H103, 20241219H103, 20241223H101, 20241223H102, 20241223H104, 20241230H102, 20250106H101, 20250106H102, 20250106H103, 20250106H104, 20250113H102, 20250130H103, 20250203H101, 20250220H101",1A40703000027D9000061018,M00000964204: Jack Herer Mixed Oil - Sativa,Bulk Concentrate,,4.2,,"70-77%
Concentrate",70-77%,-,,,,,,,,
.18736,175457.0,1A40703000027D9000061021,"TERPS, SBPNPT",2025-05-28,"20240513H103, 20240610H101, 20240624H101, 20240701H103, 20240708H101, 20240708H102, 20240708H103, 20240715H101, 20240715H102, 20240715H104, 20240722H101, 20240722H102, 20240722H103, 20240722H104, 20240723H101, 20240729H101, 20240729H102, 20240729H103, 20240805H101, 20240812H101, 20240812H102, 20240812H104, 20240819H101, 20240819H103, 20240826H101, 20240826H103, 20240826H104, 20240905H101, 20240909H101, 20240909H103, 20240909H104, 20240916H103, 20240923H101, 20240923H102, 20240926H102, 20240930H102, 20241014H101, 20241021H101, 20241021H102, 20241021H105, 20241021H106, 20241028H101, 20241028H102, 20241031H101, 20241111H101, 20241111H102, 20241111H103, 20241111H104, 20241118H102, 20241118H105, 20241125H102, 20241127H101, 20241202H103, 20241202H104, 20241209H102, 20241209H103, 20241216H101, 20241216H103, 20241223H101, 20241223H102, 20241223H104, 20241230H102, 20250106H101, 20250106H102, 20250106H103, 20250106H104, 20250113H102, 20250130H103, 20250203H101",1A40703000027D9000061020,M00000964103: White Durban Mixed Oil - Sativa,Bulk Concentrate,,4.2,,"70-77%
Concentrate",70-77%,-,,,,,,,,
.18737,175458.0,1A40703000027D9000061023,"TERPS, SBPNPT",2025-05-28,"20240513H103, 20240610H101, 20240624H101, 20240701H103, 20240708H101, 20240708H102, 20240708H103, 20240715H101, 20240715H102, 20240715H104, 20240722H101, 20240722H102, 20240722H103, 20240722H104, 20240723H101, 20240729H101, 20240729H102, 20240729H103, 20240805H101, 20240812H101, 20240812H102, 20240812H104, 20240819H101, 20240819H103, 20240826H101, 20240826H103, 20240826H104, 20240909H101, 20240909H103, 20240909H104, 20240916H103, 20240923H101, 20240923H102, 20240930H102, 20241014H101, 20241021H101, 20241021H102, 20241021H105, 20241021H106, 20241028H101, 20241028H102, 20241111H101, 20241111H102, 20241111H103, 20241111H104, 20241118H102, 20241118H105, 20241125H102, 20241202H103, 20241202H104, 20241209H102, 20241209H103, 20241216H101, 20241216H103, 20241223H101, 20241223H102, 20241223H104, 20241230H102, 20250106H101, 20250106H102, 20250106H103, 20250106H104, 20250113H102, 20250130H102, 20250130H103, 20250203H101, 20250203H103",1A40703000027D9000061022,M00000964113: Banana Cream Mixed Oil - Indica,Bulk Concentrate,,4.2,,"70-77%
Concentrate",70-77%,-,,,,,,,,
.18738,175459.0,1A40703000027D9000061025,"TERPS, SBPNPT",2025-05-28,"20240513H103, 20240610H101, 20240624H101, 20240701H103, 20240708H101, 20240708H102, 20240708H103, 20240715H101, 20240715H102, 20240715H104, 20240722H101, 20240722H102, 20240722H103, 20240722H104, 20240723H101, 20240729H101, 20240729H102, 20240729H103, 20240805H101, 20240812H101, 20240812H102, 20240812H104, 20240819H101, 20240819H103, 20240826H101, 20240826H103, 20240826H104, 20240909H101, 20240909H103, 20240909H104, 20240916H103, 20240923H101, 20240923H102, 20240930H102, 20241014H101, 20241021H101, 20241021H102, 20241021H105, 20241021H106, 20241024H101, 20241028H101, 20241028H102, 20241111H101, 20241111H102, 20241111H103, 20241111H104, 20241118H102, 20241118H105, 20241121H102, 20241125H102, 20241202H103, 20241202H104, 20241209H102, 20241209H103, 20241216H101, 20241216H103, 20241219H101, 20241223H101, 20241223H102, 20241223H104, 20241230H102, 20250106H101, 20250106H102, 20250106H103, 20250106H104, 20250113H102, 20250130H103, 20250203H101",1A40703000027D9000061024,M00000964101: Brownie Scout Mixed Oil - Indica,Bulk Concentrate,,4.2,,"70-77%
Concentrate",70-77%,-,,,,,,,,
.18739,175460.0,1A40703000027D9000061027,"TERPS, SBPNPT",2025-05-28,"20240513H103, 20240610H101, 20240624H101, 20240701H103, 20240708H101, 20240708H102, 20240708H103, 20240715H101, 20240715H102, 20240715H104, 20240722H101, 20240722H102, 20240722H103, 20240722H104, 20240723H101, 20240729H101, 20240729H102, 20240729H103, 20240805H101, 20240812H101, 20240812H102, 20240812H104, 20240819H101, 20240819H103, 20240826H101, 20240826H103, 20240826H104, 20240909H101, 20240909H103, 20240909H104, 20240916H103, 20240923H101, 20240923H102, 20240930H102, 20241014H101, 20241021H101, 20241021H102, 20241021H105, 20241021H106, 20241028H101, 20241028H102, 20241111H101, 20241111H102, 20241111H103, 20241111H104, 20241118H102, 20241118H105, 20241125H102, 20241202H103, 20241202H104, 20241209H102, 20241209H103, 20241216H101, 20241216H103, 20241223H101, 20241223H102, 20241223H104, 20241230H102, 20250106H101, 20250106H102, 20250106H103, 20250106H104, 20250113H102, 20250130H103, 20250203H101",1A40703000027D9000061026,M00001186326: Black Afghan Mixed Oil - Indica,Bulk Concentrate,,4.2,,"70-77%
Concentrate",70-77%,-,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
05/22/2025  GTI Ohio Processing  Manifest   0001276925 / Confident Cannabis Order # 2505NCTL2267,,,,,,,,,,,,,,,,,,,,,,
CoA Completion Due Date: 05/28/2025,,,,,,,,,,,,,,,,,,,,,,
Sampling Method: NCTL SOP-230 Medical Marijuana Sampling Procedure,,,,,,,,,,,,,,,,,,,,,,
Field Balance: PLZ4497,,,,,,,,,,,,,,,,,,,,,,
.18707,175448.0,1A4070300002905000002350,SBMI,2025-05-27,"43 Angles Primary Harvest 15 9 May 2024, 43 Angles Primary Harvest 17 20 May 2024, Animal Tree 10/11, Animal Tree 7/8/24, Baby Cakes 9/30/24, Blue Drama Primary Harvest 18 28 May 2024, Blueberry Cupcake 1/18/24, Blueberry Cupcake 10/24/22, Blueberry Cupcake 11/21/22, Blueberry Cupcake 11/7/22, Blueberry Cupcake 6/26/23, Blueberry Cupcake 7/12/23, Cherry Pie 10/24/22, Cherry Pie 11/21/22, Cherry Pie 11/7/22, Dark Krystal 1/3/24, Dirty Little Secret 1/3/24, Fire Life Primary Harvest 18 28 May 2024, Fire Tropical Kush Primary Harvest 18 28 May 2024, FlRm#5 Grape Pie x Kush Mints 1.9.24, FlRm#6 First Class Funk 1.30.24, Forget Me Not, GMO Legend 12/21/23, GMO Legend 7/12/23, GMO Peanut Butter 1/3/24, Hella Jelly 7/12/23, Jenny Kush 1/18/24, Jenny Kush 1/3/24, Jenny Kush 9/30/24, Kings Fire 12/21/23, Kings Fire 7/8/24, Lemon Cookie 11/21/22, Lemon Cookie 12/7/23, Lemon Mintz Primary Harvest 26 8 Aug 2024, Lemon Sunset OG 7/12/23, Life Hack 7/8/24, Lilac Diesel 12/7/23, Maui True Blood 1/...",1A4070300002905000002321,M00000050524: Distillate,Bulk Concentrate,,22.6,,"Blind Triplicate 
Distillate",73.83-86.52%,-,,,,,,,,
.18708,175449.0,1A4070300002905000002351,"PPPT, TERPS",2025-05-28,"101624SSLNG, 102324FG11, 102324RATT, 102324WSV., 43 Angles Primary Harvest 15 9 May 2024, Animal Mintz OG Primary Harvest 14 29 Apr 2024, Animal Mintz OG Primary Harvest 15 9 May 2024, Animal Mintz OG Primary Harvest 16 13 May 2024, Animal Tree 10/11, Animal Tree 7/22/24, Astro Grape, Astro Grape 6/24/24, Astro Grape 7/8/24, Baby Cakes 9/30/24, Blue Drama Primary Harvest 18 28 May 2024, Blueberry Cupcake 1/18/24, Blueberry Cupcake 10/24/22, Blueberry Cupcake 11/21/22, Blueberry Cupcake 11/7/22, Blueberry Cupcake 2/13/2023, Blueberry Cupcake 3/13/23, Blueberry Cupcake 3/27/2023, Blueberry Cupcake 4/10/23, Blueberry Cupcake 5-25-23, Blueberry Cupcake 6/26/23, Blueberry Cupcake 7/12/23, Candy Bonez 7/22/24, Candy Bonez 8/5/24, Cherry Pie 10/24/22, Cherry Pie 11/21/22, Cherry Pie 11/7/22, Cherry Pie 2/27/23, Cookie Breath 7/27/23, Cookie Breath 8/10/23, Dark Krystal 1/3/24, Dirty Little Secret 1/3/24, Dirty Little Secret 8/24/23, Dream Queen 8/24/23, Fire Life Primary Harvest 18 28 May ...",1A4070300002905000002314,M00000214401: Blueberry Cheesecake Distillate,Bulk Concentrate,,4.2,,"68 - 77%
Vape",68-77%,-,,,,,,,,
.18709,175450.0,1A4070300002905000002352,"PPPT, TERPS",2025-05-28,"101624SSLNG, 102324FG11, 102324RATT, 102324WSV., 43 Angles Primary Harvest 15 9 May 2024, Animal Mintz OG Primary Harvest 14 29 Apr 2024, Animal Mintz OG Primary Harvest 15 9 May 2024, Animal Mintz OG Primary Harvest 16 13 May 2024, Animal Tree 10/11, Animal Tree 7/22/24, Astro Grape, Astro Grape 6/24/24, Astro Grape 7/8/24, Baby Cakes 9/30/24, Blue Drama Primary Harvest 18 28 May 2024, Blueberry Cupcake 1/18/24, Blueberry Cupcake 10/24/22, Blueberry Cupcake 11/21/22, Blueberry Cupcake 11/7/22, Blueberry Cupcake 2/13/2023, Blueberry Cupcake 3/13/23, Blueberry Cupcake 3/27/2023, Blueberry Cupcake 4/10/23, Blueberry Cupcake 5-25-23, Blueberry Cupcake 6/26/23, Blueberry Cupcake 7/12/23, Candy Bonez 7/22/24, Candy Bonez 8/5/24, Cherry Pie 10/24/22, Cherry Pie 11/21/22, Cherry Pie 11/7/22, Cherry Pie 2/27/23, Cookie Breath 7/27/23, Cookie Breath 8/10/23, Dark Krystal 1/3/24, Dirty Little Secret 1/3/24, Dirty Little Secret 8/24/23, Dream Queen 8/24/23, Fire Life Primary Harvest 18 28 May ...",1A4070300002905000002347,M00001212262: Pineapple Express Distillate,Bulk Concentrate,,4.2,,"68 - 77%
Vape",68-77%,-,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
05/22/2025  Purpose Leaf  Manifest   0001276934 / Confident Cannabis Order # 2505NCTL2265,,,,,,,,,,,,,,,,,,,,,,
CoA Completion Due Date: 05/27/2025,,,,,,,,,,,,,,,,,,,,,,
Sampling Method: NCTL SOP-230 Medical Marijuana Sampling Procedure,,,,,,,,,,,,,,,,,,,,,,
Field Balance: PLB 2129,,,,,,,,,,,,,,,,,,,,,,
.18740,175461.0,1A4070100003459000012201,"TERPS, DPM",2025-05-28,20250414H102,1A4070100003459000012160,M00000470814: Bulk Indoor Trim - Fat Billy - WIP,Shake/Trim (By Strain),Fat Billy,33.3,,,12.63-27.86%,-,,,,,,,,
.18741,175462.0,1A4070100003459000012202,"TERPS, DPM",2025-05-28,20250303H104,1A4070100003459000014401,M00000644413: Bulk Indoor Popcorn - Brownie Scout - WIP,Bulk Flower/Buds,Brownie Scout,19.3,,,26.07-33.16%,-,,,,,,,,
.18742,175463.0,1A4070100003459000012203,"TERPS, DPM",2025-05-28,20250217H104,1A4070100003459000014461,M00000874611: Bulk Indoor Popcorn - Scout Dawg OG - WIP,Bulk Flower/Buds,Scout Dawg OG,33.8,,,30.24%,-,,,,,,,,
.18743,175464.0,1A4070100003459000012186,"Micro to TERPS, DPM",2025-05-28,20250428H101,1A4070100003459000012161,M00000823608: Bulk Indoor Popcorn - Gelonade - WIP,Bulk Flower/Buds,Gelonade,10.0,,ES,-,-,,,,,,,,
.18744,175465.0,1A4070100003459000012187,"Micro to TERPS, DPM",2025-05-28,20250428H101,1A4070100003459000012162,M00000823608: Bulk Indoor Popcorn - Gelonade - WIP,Bulk Flower/Buds,Gelonade,11.0,,ES,-,-,,,,,,,,
.18745,175466.0,1A4070100003459000012188,"Micro to TERPS, DPM",2025-05-28,20250428H101,1A4070100003459000012163,M00000823608: Bulk Indoor Popcorn - Gelonade - WIP,Bulk Flower/Buds,Gelonade,34.0,,ES,-,-,,,,,,,,
.18746,175467.0,1A4070100003459000012189,"Micro to TERPS, DPM",2025-05-28,20250428H101,1A4070100003459000012164,M00000823608: Bulk Indoor Popcorn - Gelonade - WIP,Bulk Flower/Buds,Gelonade,34.0,,ES,-,-,,,,,,,,
.18747,175468.0,1A4070100003459000012190,"Micro to TERPS, DPM",2025-05-28,20250428H101,1A4070100003459000012165,M00000823608: Bulk Indoor Popcorn - Gelonade - WIP,Bulk Flower/Buds,Gelonade,34.0,,ES,-,-,,,,,,,,
.18748,175469.0,1A4070100003459000012191,"Micro to TERPS, DPM",2025-05-28,20250428H101,1A4070100003459000012166,M00000823608: Bulk Indoor Popcorn - Gelonade - WIP,Bulk Flower/Buds,Gelonade,34.0,,ES,-,-,,,,,,,,
.18749,175470.0,1A4070100003459000012192,"Micro to TERPS, DPM",2025-05-28,20250428H101,1A4070100003459000012167,M00000823608: Bulk Indoor Popcorn - Gelonade - WIP,Bulk Flower/Buds,Gelonade,34.0,,ES,-,-,,,,,,,,
.18750,175471.0,1A4070100003459000012193,"Micro to TERPS, DPM",2025-05-28,20250428H101,1A4070100003459000012168,M00000823608: Bulk Indoor Popcorn - Gelonade - WIP,Bulk Flower/Buds,Gelonade,34.0,,ES,-,-,,,,,,,,
.18751,175472.0,1A4070100003459000012194,"Micro to TERPS, DPM",2025-05-28,20250428H101,1A4070100003459000012169,M00000823608: Bulk Indoor Popcorn - Gelonade - WIP,Bulk Flower/Buds,Gelonade,34.0,,ES,-,-,,,,,,,,
.18752,175473.0,1A4070100003459000012195,"Micro to TERPS, DPM",2025-05-28,20250414H103,1A4070100003459000012174,M00000803204: Bulk Indoor Premium - Afternoon Delight - WIP,Bulk Flower/Buds,Afternoon Delight,10.0,,ES,32.35-38.47%,-,,,,,,,,
.18753,175474.0,1A4070100003459000012196,"Micro to TERPS, DPM",2025-05-28,20250414H103,1A4070100003459000012175,M00000803301: Bulk Indoor Popcorn - Afternoon Delight - WIP,Bulk Flower/Buds,Afternoon Delight,10.0,,ES,-,-,,,,,,,,
.18754,175475.0,1A4070100003459000012197,"Micro to TERPS, DPM",2025-05-28,20250414H103,1A4070100003459000012176,M00000803301: Bulk Indoor Popcorn - Afternoon Delight - WIP,Bulk Flower/Buds,Afternoon Delight,34.0,,ES,-,-,,,,,,,,
.18755,175476.0,1A4070100003459000012198,"Micro to TERPS, DPM",2025-05-28,20250407H102,1A4070100003459000012182,M00000448013: Bulk Indoor Premium - Sunset Sherbert - WIP,Bulk Flower/Buds,Sunset Sherbert,34.0,,ES,-,-,,,,,,,,
.18756,175477.0,1A4070100003459000012199,"Micro to TERPS, DPM",2025-05-28,20250407H102,1A4070100003459000012183,M00000448013: Bulk Indoor Premium - Sunset Sherbert - WIP,Bulk Flower/Buds,Sunset Sherbert,10.0,,ES,-,-,,,,,,,,
.18757,175478.0,1A4070100003459000012200,"Micro to TERPS, DPM",2025-05-28,20250414H101,1A4070100003459000012180,M00000874407: Bulk Indoor Popcorn - Hash Queen - WIP,Bulk Flower/Buds,Hash Queen,12.5,,ES,27.72%,-,,,,,,,,
.18758,175479.0,1A4070100003459000012205,PPM,2025-05-27,20250414H103,1A4070100003459000012091,M00000803302: Bulk Indoor Trim - Afternoon Delight - WIP,Shake/Trim (By Strain),Afternoon Delight,56.7,,,13.44-35.57%,-,,,,,,,,
.18759,175480.0,1A4070100003459000012206,PPM,2025-05-27,20250428H101,1A4070100003459000012170,M00000823609: Bulk Indoor Trim - Gelonade - WIP,Shake/Trim (By Strain),Gelonade,56.7,,,-,-,,,,,,,,
.18760,175481.0,1A4070100003459000012207,PPM,2025-05-27,20250428H101,1A4070100003459000012171,M00000823609: Bulk Indoor Trim - Gelonade - WIP,Shake/Trim (By Strain),Gelonade,56.7,,,-,-,,,,,,,,
.18761,175482.0,1A4070100003459000002906,"TERPS, DPM",2025-05-28,20250331H101,1A4070100003459000007009,M00000446012: Bulk Indoor Popcorn - L'Orange - WIP,Bulk Flower/Buds,L'Orange,21.9,,,22.97%,-,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
05/22/2025  GTI Ohio Cultivation  Manifest   0001276940 / Confident Cannabis Order # 2505NCTL2268,,,,,,,,,,,,,,,,,,,,,,
CoA Completion Due Date: 05/28/2025,,,,,,,,,,,,,,,,,,,,,,
Sampling Method: NCTL SOP-230 Medical Marijuana Sampling Procedure,,,,,,,,,,,,,,,,,,,,,,
Field Balance: PLZ4497,,,,,,,,,,,,,,,,,,,,,,
.18771,175492.0,1A4071500002A97000002898,"TERPS, DPM",2025-05-28,Modified Cookies #2 4/28/25 (Purple),1A4071500002A97000003958,M00000957403: Bulk Flower - Modified Cookies #2,Bulk Flower/Buds,Modified Cookies #2,34.0,,Rush Pote,-,-,,,,,,,,
.18772,175493.0,1A4071500002A97000002899,"TERPS, DPM",2025-05-28,Modified Cookies #2 4/28/25 (Purple),1A4071500002A97000003959,M00000957403: Bulk Flower - Modified Cookies #2,Bulk Flower/Buds,Modified Cookies #2,23.4,,Rush Pote,-,-,,,,,,,,
.18773,175494.0,1A4071500002A97000002900,"TERPS, DPM",2025-05-28,Modified Cookies #2 4/28/25 (Purple),1A4071500002A97000003960,M00000957403: Bulk Flower - Modified Cookies #2,Bulk Flower/Buds,Modified Cookies #2,23.0,,Rush Pote,-,-,,,,,,,,
.18774,175495.0,1A4071500002A97000002901,PPM,2025-05-27,Modified Cookies #2 4/28/25 (Purple),1A4071500002A97000003961,M00000896004: Bulk Shake/Trim - Modified Cookies #2,Shake/Trim (By Strain),Modified Cookies #2,52.6,,,-,-,,,,,,,,
.18775,175496.0,1A4071500002A97000002902,PPM,2025-05-27,Modified Cookies #2 4/28/25 (Purple),1A4071500002A97000003962,M00000896004: Bulk Shake/Trim - Modified Cookies #2,Shake/Trim (By Strain),Modified Cookies #2,38.3,,,-,-,,,,,,,,
.18776,175497.0,1A4071500002A97000002903,PPM,2025-05-27,Modified Cookies #2 4/28/25 (Purple),1A4071500002A97000003963,M00000896004: Bulk Shake/Trim - Modified Cookies #2,Shake/Trim (By Strain),Modified Cookies #2,39.0,,,-,-,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
05/22/2025  Certified Cultivators  Manifest   0001276943 / Confident Cannabis Order # 2505NCTL2271,,,,,,,,,,,,,,,,,,,,,,
CoA Completion Due Date: 05/28/2025,,,,,,,,,,,,,,,,,,,,,,
Sampling Method: NCTL SOP-230 Medical Marijuana Sampling Procedure,,,,,,,,,,,,,,,,,,,,,,
Field Balance: plz 4520,,,,,,,,,,,,,,,,,,,,,,
.18879,175409.0,TEST70300001069000016998,PPPT,2025-05-28,"H41-MP-S-9.3.24, H42-HYDRA-N-10.1.24, H43-DOG-S-11.22.24, H43-ESG-S-11.22.24, H43-MP-S-11.22.24, H44-C.AP-N-12.23.24, H44-DD#1-N-12.23.24, H44-DD#2-N-12.23.24, H44-SB-N-12.23.24, H44-TC-N-12.23.24, H44-W.O-N-12.23.24, H44-WB-N-12.23.24, H45-AP-S-1.27.25, H45-CAP-S-1.27.25, H45-FF-S-1.27.25, H45-NFB-S-1.27.25, H45-TS-S-1.27.25",1A4070300001069000016849,M00000962502: M00000962502: Electric Peanut Butter Cookies 10MG Distillate Gummy,Bulk Edible,,10.0,51.2,"2.2 mg/g
Gummy ",2.2 mg/g,-,,,,,,,,
.18880,175410.0,1A4070300001069000016974,PPPT,2025-05-28,"MAC 1-19-24 F1 H02, Point Break 9-12-23 F1 H94, Strawberry Bubbles 8-17-23 F2 H92, Zweet King's Kush 6-8-23 F2 H88",1A4070300001069000016346,M00001147501: DOH Lemon Ginger RSO Gummy,Bulk Edible,,10.0,37.4,"2.4 mg/g
Gummy ",2.4 mg/g,-,,,,,,,,
.18881,175411.0,1A4070300001069000016975,"TERPS, SBPNPT",2025-05-28,"3P x DGT FF 03-17-25 GH3 25H07, 8"" Bagel 10-4-23 GH2 H96, 8"" Bagel 2-1-23 F2 H78, 8"" Bagel 6-1-23 GH2 H87, Alien Starfighter 10-28-22 F1 H68, Alien Starfighter 11-23-22 F2 H72, Alien Starfighter 7-21-22 F2 H59, Alien Starfighter 8-25-22 F1 H62, Alien Starfighter OG 6-23-22 F1 H56, All Gas OG 8-21-23 F2 H92, All Gas OG 9-12-23 F1 H94, Animal Fire OG 2-14-22 GH4 H46, Animal Fire OG 7-12-22 GH2 H60, Beach Cake 4-5-23 F2 H84, Bio Diesel 11-24-21 GH3 H41, Blue Domina 3-15-22 GH2 H48, Blue Domina 4-13-22 GH4 H52, Blue Domina 5-17-2022 GH2 H54, Blue Dream 11-15-22 GH1 H70, Blue Dream 6-2-22 GH3 H55, Blue Grease 5-17-22 GH2 H54, Cannatonic 3-15-22 GH2 H48, Cherry Cookie Runtz 10-19-23 F2 H97, Cherry Cookie Runtz 11-15-23 F1 H99, Cherry Cookie Runtz 6-1-23 GH2 H87, Citrus Crush 6-2-22 GH3 H55, Cold Fusion #6, Color of Space 5-17-22 GH2 H54, Dark Ghost Train 1-17-23 GH1 H76, Dark Ghost Train 2-1-23 F2 H78, Dark Ghost Train 3-2-23 GH4 H80, Death Star 10-13-22 GH3 H67, Death Star 10-19-22 F1 H6...",1A4070300001069000017219,M00000336508: Distillate/Cannabis Terpene Blend (Standard),Bulk Concentrate,,4.2,,"70-77%
Concentrate ",70-77 ,-,,,,,,,,
.18882,175412.0,1A4070300001069000017221,"TERPS, SBPNPT",2025-05-28,"8"" Bagel 10-4-23 GH2 H96, 8"" Bagel 2-1-23 F2 H78, 8"" Bagel 6-1-23 GH2 H87, Alien Starfighter 10-28-22 F1 H68, Alien Starfighter 11-23-22 F2 H72, Alien Starfighter 7-21-22 F2 H59, Alien Starfighter 8-25-22 F1 H62, Alien Starfighter OG 6-23-22 F1 H56, All Gas OG 8-21-23 F2 H92, All Gas OG 9-12-23 F1 H94, Animal Fire OG 2-14-22 GH4 H46, Animal Fire OG 7-12-22 GH2 H60, Beach Cake 4-5-23 F2 H84, Bio Diesel 11-24-21 GH3 H41, Blue Domina 3-15-22 GH2 H48, Blue Domina 4-13-22 GH4 H52, Blue Domina 5-17-2022 GH2 H54, Blue Dream 11-15-22 GH1 H70, Blue Dream 6-2-22 GH3 H55, Blue Grease 5-17-22 GH2 H54, Cannatonic 3-15-22 GH2 H48, Cherry Cookie Runtz 10-19-23 F2 H97, Cherry Cookie Runtz 11-15-23 F1 H99, Cherry Cookie Runtz 6-1-23 GH2 H87, Citrus Crush 6-2-22 GH3 H55, Cold Fusion #6, Color of Space 5-17-22 GH2 H54, Dark Ghost Train 1-17-23 GH1 H76, Dark Ghost Train 2-1-23 F2 H78, Dark Ghost Train 3-2-23 GH4 H80, Death Star 10-13-22 GH3 H67, Death Star 10-19-22 F1 H68, Death Star 11-30-22 GH2 H71, ...",1A4070300001069000017220,M00000336508: Distillate/Cannabis Terpene Blend (Standard),Bulk Concentrate,,4.2,,"70-77%
Concentrate ",70-77 ,-,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
05/22/2025  Standard Wellness  Manifest   0001276966 / Confident Cannabis Order # 2505NCTL2286,,,,,,,,,,,,,,,,,,,,,,
CoA Completion Due Date: 05/28/2025,,,,,,,,,,,,,,,,,,,,,,
Sampling Method: NCTL SOP-230 Medical Marijuana Sampling Procedure,,,,,,,,,,,,,,,,,,,,,,
Field Balance: plz 4497,,,,,,,,,,,,,,,,,,,,,,
.18875,175596.0,1A4070300002CED000000256,"DPM, TERPS",2025-05-28,2025.04.22GZC14,1A4070300002CED000000246,M00000771103: Bulk Flower - Buds - Gelato Zkittles Cake #14,Bulk Flower/Buds,Gelato Zkittles Cake #14,34.0,,,-,-,,,,,,,,
.18876,175597.0,1A4070300002CED000000257,"DPM, TERPS",2025-05-28,2025.04.22GZC14,1A4070300002CED000000247,M00000771103: Bulk Flower - Buds - Gelato Zkittles Cake #14,Bulk Flower/Buds,Gelato Zkittles Cake #14,21.0,,,-,-,,,,,,,,
.18877,175598.0,1A4070300002CED000000258,PPM,2025-05-27,2025.04.22GZC14,1A4070300002CED000000248,M00000780427: Bulk Shake/Trim - Trim - Gelato Zkittles Cake #14,Shake/Trim (By Strain),Gelato Zkittles Cake #14,40.0,,,23.97%,-,,,,,,,,
